,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temperature Difference,Power,Mean Temperature,Wear strain
27,3,0.4130434782608674,0.45679012345679126,0.3742724097788127,0.28571428571428575,0.3043478260869565,0,0.5999999999999897,0.37728841435466054,0.4360465116279073,0.11482087652300418
28,2,0.4130434782608674,0.45679012345679126,0.1577415599534343,0.554945054945055,0.32411067193675885,0,0.5999999999999897,0.5913366047435449,0.4360465116279073,0.21970055161544522
29,2,0.4021739130434767,0.45679012345679126,0.30558789289871946,0.3612637362637363,0.3320158102766798,0,0.6222222222222167,0.44928527775530935,0.43023255813953654,0.15326422985997454
30,1,0.4130434782608674,0.46913580246913966,0.09953434225844005,0.6098901098901098,0.33992094861660077,0,0.6222222222222167,0.6018518518518519,0.4418604651162781,0.25126992786567254
31,2,0.4021739130434767,0.45679012345679126,0.36670547147846333,0.2980769230769231,0.3517786561264822,0,0.6222222222222167,0.3918749494459274,0.43023255813953654,0.1375704673577014
32,2,0.4021739130434767,0.45679012345679126,0.14610011641443543,0.6112637362637362,0.35968379446640314,0,0.6222222222222167,0.6467652134055919,0.43023255813953654,0.2664302600472813
33,2,0.3913043478260789,0.44444444444444997,0.28928987194412115,0.3942307692307692,0.3675889328063241,0,0.6222222222222296,0.48470907816333686,0.418604651162795,0.18321513002364065
34,1,0.38043478260869534,0.4197530864197603,0.22759022118742733,0.4244505494505495,0.37549407114624506,0,0.6000000000000025,0.4845383177402105,0.4011627906976827,0.19982421046250837
35,1,0.38043478260869534,0.4320987654321016,0.16530849825378346,0.6153846153846153,0.38735177865612647,0,0.6222222222222167,0.6695651001644692,0.40697674418604635,0.2887070376432079
36,1,0.3913043478260789,0.4320987654321016,0.24039580908032598,0.4519230769230769,0.3992094861660079,0,0.6000000000000025,0.5286371970125914,0.41279069767441,0.2246893374552949
37,2,0.38043478260869534,0.4197530864197603,0.1577415599534343,0.48626373626373637,0.4110671936758893,0,0.6000000000000025,0.5105062597176162,0.4011627906976827,0.247123719464145
38,3,0.3913043478260789,0.4320987654321016,0.1228172293364378,0.6442307692307693,0.41897233201581024,0,0.6000000000000025,0.6622415001752542,0.41279069767441,0.3257683215130024
39,2,0.38043478260869534,0.4197530864197603,0.10593713620488943,0.6689560439560439,0.4387351778656126,0,0.6000000000000025,0.6730229987327779,0.4011627906976827,0.35324604473540644
40,2,0.38043478260869534,0.4197530864197603,0.11292200232828875,0.5714285714285714,0.44664031620553357,0,0.6000000000000025,0.571463237078379,0.4011627906976827,0.310977753530945
41,2,0.38043478260869534,0.4197530864197603,0.11641443538998841,0.6456043956043955,0.45454545454545453,0,0.6000000000000025,0.657513009248025,0.4011627906976827,0.35412499242286477
42,1,0.38043478260869534,0.4197530864197603,0.11641443538998841,0.6222527472527473,0.4624505928853755,0,0.6000000000000025,0.6313866645096929,0.4011627906976827,0.34822695035460993
43,3,0.38043478260869534,0.4320987654321016,0.11874272409778819,0.6140109890109889,0.4743083003952569,0,0.6222222222222167,0.6243450439034035,0.40697674418604635,0.35279141662120383
44,1,0.38043478260869534,0.4197530864197603,0.17694994179278234,0.6002747252747253,0.49407114624505927,0,0.6000000000000025,0.662294301095563,0.4011627906976827,0.35991392374371095
45,2,0.38043478260869534,0.4197530864197603,0.18684516880093138,0.6222527472527473,0.5059288537549407,0,0.6000000000000025,0.6981303980515339,0.4011627906976827,0.38096623628538523
46,1,0.36956521739129755,0.4074074074074119,0.3928987194412107,0.30219780219780223,0.5138339920948616,0,0.6000000000000025,0.4109776483593519,0.38953488372093403,0.2033096926713948
47,2,0.38043478260869534,0.4197530864197603,0.1455180442374855,0.5837912087912087,0.525691699604743,0,0.6000000000000025,0.61436229969353,0.4011627906976827,0.3732739285930775
48,3,0.38043478260869534,0.4320987654321016,0.1495925494761351,0.6881868131868131,0.533596837944664,0,0.6222222222222167,0.7396701178246919,0.40697674418604635,0.4410801963993453
49,1,0.3913043478260789,0.4320987654321016,0.14202561117578583,0.5535714285714285,0.5533596837944663,0,0.6000000000000025,0.5763433902235164,0.41279069767441,0.3742498636115657
50,2,0.3913043478260789,0.4197530864197603,0.9854481955762514,0.010989010989010992,0.5652173913043478,3,0.5777777777777879,0.02464567212201281,0.40697674418604635,0.039873916469661146
51,2,0.3913043478260789,0.4197530864197603,0.12514551804423757,0.7019230769230769,0.5731225296442687,0,0.5777777777777879,0.7297750006740543,0.40697674418604635,0.48254228041462083
52,3,0.38043478260869534,0.4074074074074119,0.19150174621653093,0.5494505494505494,0.5810276679841897,0,0.5777777777777755,0.6134096362802987,0.3953488372092977,0.3902891434806328
53,2,0.36956521739129755,0.4074074074074119,0.23108265424912688,0.42994505494505497,0.6007905138339921,0,0.6000000000000025,0.4939099193831056,0.38953488372093403,0.3234042553191489
54,2,0.36956521739129755,0.4074074074074119,0.3044237485448196,0.3612637362637363,0.608695652173913,0,0.6000000000000025,0.4486089766058221,0.38953488372093403,0.28098442140995333
55,2,0.38043478260869534,0.4197530864197603,0.20023282887077998,0.5068681318681318,0.616600790513834,0,0.6000000000000025,0.5681334088274151,0.4011627906976827,0.3848699763593381
56,2,0.38043478260869534,0.4197530864197603,0.17986030267753206,0.5302197802197801,0.6245059288537549,0,0.6000000000000025,0.580338285385604,0.4011627906976827,0.4060859550221252
57,2,0.38043478260869534,0.4197530864197603,0.20081490104772992,0.5013736263736263,0.6324110671936758,0,0.6000000000000025,0.5617916812711765,0.4011627906976827,0.3908589440504334
58,1,0.38043478260869534,0.4074074074074119,0.28696158323632137,0.35302197802197804,0.6403162055335968,0,0.5777777777777755,0.42726841741037325,0.3953488372092977,0.2896890343698854
59,2,0.38043478260869534,0.4197530864197603,0.12223515715948785,0.695054945054945,0.6521739130434783,0,0.6000000000000025,0.718950812010749,0.4011627906976827,0.5440989270776505
60,2,0.38043478260869534,0.4197530864197603,0.130966239813737,0.6703296703296703,0.6600790513833992,0,0.6000000000000025,0.6999492212425967,0.4011627906976827,0.5324725707704432
61,1,0.38043478260869534,0.4074074074074119,0.24679860302677536,0.47252747252747257,0.6679841897233201,0,0.5777777777777755,0.5599998202521862,0.3953488372092977,0.3913317572892041
62,2,0.38043478260869534,0.4074074074074119,0.3847497089639115,0.2623626373626374,0.6798418972332015,0,0.5777777777777755,0.3473323177581853,0.3953488372092977,0.23875856216281746
63,1,0.3913043478260789,0.4074074074074119,0.37485448195576254,0.30357142857142855,0.6877470355731224,0,0.5555555555555609,0.4040281485076438,0.4011627906976756,0.2731769412620476
64,2,0.4021739130434767,0.4197530864197603,0.20663562281722936,0.47802197802197804,0.6996047430830039,0,0.5555555555555609,0.5372325127845633,0.4127906976744171,0.41414802691398434
65,2,0.4021739130434767,0.4197530864197603,0.13154831199068684,0.5673076923076923,0.7075098814229248,0,0.5555555555555609,0.5830861800893347,0.4127906976744171,0.4893556404194702
66,1,0.3913043478260789,0.3950617283950635,0.29743888242142025,0.34203296703296704,0.7154150197628458,0,0.5333333333333339,0.4181439690114769,0.3953488372092977,0.3148875553130872
67,3,0.38043478260869534,0.3950617283950635,0.17345750873108268,0.5535714285714285,0.7272727272727272,0,0.5555555555555485,0.6030966054625361,0.38953488372093403,0.49187124931805787
68,2,0.38043478260869534,0.3950617283950635,0.20896391152502913,0.39285714285714285,0.7470355731225296,0,0.5555555555555485,0.4326080509045809,0.38953488372093403,0.3711947626841243
69,2,0.3913043478260789,0.4074074074074119,0.14086146682188594,0.8502747252747253,0.7549407114624506,4,0.5555555555555609,0.9175024940009167,0.4011627906976756,0.7606655755591926
70,1,0.3913043478260789,0.4074074074074119,0.440046565774156,0.25824175824175827,0.7628458498023715,0,0.5555555555555609,0.36528800093468866,0.4011627906976756,0.26439958780384315
71,2,0.3913043478260789,0.4197530864197603,0.16530849825378346,0.5728021978021978,0.7747035573122529,0,0.5777777777777879,0.6189975464423414,0.40697674418604635,0.5405831363278172
72,2,0.3913043478260789,0.4197530864197603,0.11699650756693836,0.5576923076923076,0.7826086956521738,0,0.5777777777777879,0.5596538057105881,0.40697674418604635,0.5328968903436988
73,2,0.4021739130434767,0.4197530864197603,0.24679860302677536,0.4285714285714286,0.7905138339920948,0,0.5555555555555609,0.5027681163327852,0.4127906976744171,0.42431957325574343
74,2,0.3913043478260789,0.4074074074074119,0.25203725261932486,0.3914835164835165,0.7984189723320158,0,0.5555555555555609,0.45774465924308194,0.4011627906976756,0.39550221252348905
75,2,0.38043478260869534,0.3950617283950635,0.1228172293364378,0.5892857142857143,0.8063241106719367,0,0.5555555555555485,0.6002734413617695,0.38953488372093403,0.5774868157846882
76,2,0.38043478260869534,0.3950617283950635,0.17054714784633296,0.6057692307692307,0.8142292490118577,0,0.5555555555555485,0.6629897004502683,0.38953488372093403,0.5981329938776747
77,2,0.38043478260869534,0.3950617283950635,0.1670547147846333,0.5151098901098901,0.8221343873517786,1,0.5555555555555485,0.5518785893391571,0.38953488372093403,0.5207249802994484
78,2,0.38043478260869534,0.3950617283950635,0.13387660069848661,0.6552197802197802,0.0,0,0.5555555555555485,0.6856278141767101,0.38953488372093403,0.0
79,2,0.38043478260869534,0.3950617283950635,0.1362048894062864,0.46840659340659335,0.007905138339920948,0,0.5555555555555485,0.4737365975536323,0.38953488372093403,0.0045947748075407645
80,3,0.38043478260869534,0.3827160493827222,0.16123399301513397,0.6332417582417582,0.015810276679841896,0,0.5333333333333339,0.6868467290391581,0.38372093023255616,0.012099169545978056
81,2,0.3913043478260789,0.3950617283950635,0.1641443538998837,0.6002747252747253,0.035573122529644265,0,0.5333333333333339,0.6505545220056261,0.3953488372092977,0.02591380250954719
82,2,0.3913043478260789,0.3950617283950635,0.1658905704307334,0.5082417582417581,0.043478260869565216,0,0.5333333333333339,0.5427889670791879,0.3953488372092977,0.02720494635388252
83,2,0.4021739130434767,0.4074074074074119,0.1752037252619325,0.4986263736263737,0.05138339920948616,0,0.5333333333333339,0.5385705105736652,0.40697674418604635,0.03159968479117416
84,2,0.3913043478260789,0.3950617283950635,0.14784633294528526,0.6016483516483516,0.05928853754940711,0,0.5333333333333339,0.6372104936773706,0.3953488372092977,0.04328059647208583
85,1,0.4021739130434767,0.4074074074074119,0.370197904540163,0.315934065934066,0.06719367588932806,0,0.5333333333333339,0.4199403237258128,0.40697674418604635,0.027617142510759533
86,3,0.4021739130434767,0.4074074074074119,0.15599534342258448,0.5508241758241758,0.07905138339920947,0,0.5333333333333339,0.5850072348495062,0.40697674418604635,0.053221797902648964
87,2,0.4021739130434767,0.4074074074074119,0.21885913853317818,0.38461538461538464,0.09881422924901186,0,0.5333333333333339,0.4283884709752218,0.40697674418604635,0.048190580105473724
88,1,0.4021739130434767,0.4074074074074119,0.14610011641443543,0.5686813186813187,0.1067193675889328,0,0.5333333333333339,0.597346922268058,0.40697674418604635,0.0739770867430442
89,1,0.3913043478260789,0.3950617283950635,0.1856810244470315,0.49038461538461536,0.11857707509881422,0,0.5333333333333339,0.5366561963565118,0.3953488372092977,0.071831242044008
90,2,0.3913043478260789,0.3950617283950635,0.340512223515716,0.30219780219780223,0.13043478260869565,0,0.5333333333333339,0.38489174687912864,0.3953488372092977,0.05160938352427714
91,2,0.3913043478260789,0.3950617283950635,0.38533178114086153,0.2898351648351648,0.13833992094861658,0,0.5333333333333339,0.388706894227399,0.3953488372092977,0.05282778687034006
92,1,0.3913043478260789,0.3950617283950635,0.32537834691501744,0.3200549450549451,0.14624505928853754,0,0.5333333333333339,0.4025778083349062,0.3953488372092977,0.06078074801479057
93,2,0.4130434782608674,0.4074074074074119,0.1641443538998837,0.5384615384615384,0.15810276679841895,0,0.5111111111111069,0.5772511166832933,0.4127906976744171,0.10426138085712554
94,2,0.4021739130434767,0.3950617283950635,0.26426076833527357,0.385989010989011,0.1660079051383399,0,0.5111111111111069,0.4580760692748074,0.4011627906976756,0.0812147663211493
95,1,0.4021739130434767,0.4074074074074119,0.10651920838183937,0.6648351648351648,0.17391304347826086,0,0.5333333333333339,0.6690595594381084,0.40697674418604635,0.1392253136933988
96,1,0.4021739130434767,0.4074074074074119,0.23690337601862632,0.43269230769230765,0.18577075098814227,0,0.5333333333333339,0.501391922133247,0.40697674418604635,0.10056980056980055
97,1,0.3913043478260789,0.3950617283950635,0.33876600698486625,0.3585164835164835,0.1976284584980237,0,0.5333333333333339,0.464627877088445,0.3953488372092977,0.09062253743104806
98,2,0.3913043478260789,0.3827160493827222,0.21012805587892902,0.396978021978022,0.20948616600790512,0,0.5111111111111197,0.43848917468791293,0.38953488372093403,0.10505546462993272
99,2,0.38043478260869534,0.3827160493827222,0.20663562281722936,0.5576923076923076,0.21739130434782608,0,0.5333333333333339,0.6364690339453747,0.38372093023255616,0.1480269139843608
100,2,0.38043478260869534,0.3950617283950635,0.3981373690337603,0.29120879120879123,0.225296442687747,0,0.5555555555555485,0.39694159094790016,0.38953488372093403,0.08637934169849062
101,2,0.38043478260869534,0.3827160493827222,0.47904540162980214,0.23214285714285715,0.23320158102766797,0,0.5333333333333339,0.339800884359244,0.38372093023255616,0.0740316421167485
102,2,0.38043478260869534,0.3827160493827222,0.22526193247962756,0.5054945054945055,0.24110671936758893,0,0.5333333333333339,0.5860475253219734,0.38372093023255616,0.15012426501788204
103,1,0.38043478260869534,0.3827160493827222,0.1589057043073342,0.5041208791208791,0.24901185770750986,0,0.5333333333333339,0.5324321227318073,0.38372093023255616,0.1546644844517185
104,2,0.38043478260869534,0.3703703703703738,0.1641443538998837,0.5439560439560439,0.2608695652173913,0,0.5111111111111069,0.5837669749341674,0.3779069767441854,0.17363156937625024
105,2,0.38043478260869534,0.3703703703703738,0.24621653084982542,0.37500000000000006,0.26877470355731226,0,0.5111111111111069,0.43266759236790797,0.3779069767441854,0.12819300478874948
106,2,0.38043478260869534,0.3703703703703738,0.16123399301513397,0.6140109890109889,0.27667984189723316,0,0.5111111111111069,0.664119864829644,0.3779069767441854,0.20579499302903556
107,1,0.38043478260869534,0.3827160493827222,0.19150174621653093,0.5906593406593406,0.2845849802371541,0,0.5333333333333339,0.663862600771118,0.38372093023255616,0.20425531914893616
108,3,0.3913043478260789,0.3827160493827222,0.26367869615832373,0.396978021978022,0.2964426877470355,0,0.5111111111111197,0.4722862573808947,0.38953488372093403,0.14866339334424442
109,2,0.3913043478260789,0.3703703703703738,0.2351571594877765,0.41620879120879123,0.3162055335968379,0,0.4888888888888927,0.47900994904149485,0.38372093023255616,0.1653633994059526
110,2,0.38043478260869534,0.3580246913580325,0.40977881257275917,0.2568681318681319,0.32411067193675885,0,0.4888888888888927,0.34998247458815285,0.3720930232558217,0.11183851609383524
111,3,0.36956521739129755,0.3580246913580325,0.19266589057043082,0.5453296703296703,0.3320158102766798,0,0.5111111111111197,0.6093417185688479,0.36627906976743674,0.22149481723949807
112,1,0.38043478260869534,0.3703703703703738,0.19208381839348088,0.49038461538461536,0.3517786561264822,0,0.5111111111111069,0.5415374729254856,0.3779069767441854,0.21309935139722372
113,1,0.38043478260869534,0.3580246913580325,0.18509895227008155,0.5233516483516483,0.3636363636363636,0,0.4888888888888927,0.5762782316410077,0.3720930232558217,0.23366672728374854
114,2,0.38043478260869534,0.3580246913580325,0.2980209545983702,0.3516483516483516,0.37549407114624506,0,0.4888888888888927,0.43167785596807684,0.3720930232558217,0.16930350972904165
115,2,0.38043478260869534,0.3580246913580325,0.15308498253783476,0.5755494505494505,0.38339920948616596,0,0.4888888888888927,0.6114784707056001,0.3720930232558217,0.26870946232648363
116,2,0.3913043478260789,0.3703703703703738,0.23050058207217705,0.41620879120879123,0.3913043478260869,0,0.4888888888888927,0.47594524881591127,0.38372093023255616,0.20463720676486633
117,2,0.38043478260869534,0.3580246913580325,0.25087310826542497,0.4010989010989011,0.3992094861660079,0,0.4888888888888927,0.46959341044514546,0.3720930232558217,0.20203673395162755
118,1,0.38043478260869534,0.3580246913580325,0.31373690337601867,0.3337912087912088,0.40711462450592883,0,0.4888888888888927,0.41566569602847214,0.3720930232558217,0.1754440201248712
119,2,0.36956521739129755,0.3456790123456841,0.17403958090803262,0.5068681318681318,0.41897233201581024,0,0.4888888888888927,0.547557901264526,0.3604651162790731,0.26151421470570413
120,2,0.3913043478260789,0.3703703703703738,0.15424912689173464,0.5618131868131868,0.4268774703557312,0,0.4888888888888927,0.5964066165170268,0.38372093023255616,0.2926350245499182
121,2,0.3913043478260789,0.3703703703703738,0.2270081490104774,0.5137362637362637,0.43478260869565216,0,0.4888888888888927,0.5979176215769276,0.38372093023255616,0.27471661514214707
122,2,0.4021739130434767,0.3827160493827222,0.08265424912689179,0.6442307692307693,0.4426877470355731,0,0.4888888888888927,0.6229407641079565,0.3953488372092977,0.3442080378250591
123,2,0.3913043478260789,0.3703703703703738,0.22002328288707806,0.5439560439560439,0.450592885375494,0,0.4888888888888927,0.63057330565217,0.38372093023255616,0.2999090743771594
124,2,0.3913043478260789,0.3703703703703738,0.32537834691501744,0.3516483516483516,0.458498023715415,0,0.4888888888888927,0.4472013265388659,0.38372093023255616,0.2067284960901982
125,2,0.3913043478260789,0.3580246913580325,0.22817229336437728,0.39010989010989017,0.46640316205533594,0,0.4666666666666781,0.4411146161934807,0.3779069767441854,0.23032066436321758
126,2,0.4021739130434767,0.3580246913580325,0.09371362048894072,0.7788461538461537,0.4743083003952569,0,0.4444444444444515,0.7800796732184745,0.38372093023255616,0.44008001454809964
127,2,0.3913043478260789,0.3580246913580325,0.14260768335273577,0.5865384615384615,0.48221343873517786,0,0.4666666666666781,0.6149363692739087,0.3779069767441854,0.34388070558283323
128,2,0.4021739130434767,0.3580246913580325,0.24388824214202565,0.47802197802197804,0.49011857707509876,0,0.4444444444444515,0.5649855752379412,0.38372093023255616,0.2901376007758987
129,2,0.3913043478260789,0.3456790123456841,0.22759022118742733,0.4189560439560439,0.4980237154150197,0,0.4444444444444515,0.4775326466966846,0.3720930232558146,0.26197490452809596
130,2,0.38043478260869534,0.3333333333333357,0.17753201396973228,0.5123626373626373,0.5059288537549407,0,0.44444444444443865,0.55692051551673,0.3604651162790731,0.3188943444262593
131,2,0.38043478260869534,0.3333333333333357,0.3311990686845169,0.3282967032967033,0.5138339920948616,0,0.44444444444443865,0.417330610153954,0.3604651162790731,0.21828211189913316
132,1,0.36956521739129755,0.3333333333333357,0.1589057043073342,0.5412087912087912,0.5217391304347826,0,0.4666666666666657,0.5761411739329722,0.3546511627906952,0.3456628477905074
133,1,0.36956521739129755,0.3333333333333357,0.1525029103608848,0.6291208791208791,0.533596837944664,0,0.4666666666666657,0.6736184133660474,0.3546511627906952,0.40589198036006546
134,2,0.38043478260869534,0.3333333333333357,0.11699650756693836,0.6758241758241758,0.5454545454545454,0,0.44444444444443865,0.6919189876603126,0.3604651162790731,0.4433533369703582
135,1,0.38043478260869534,0.3456790123456841,0.31606519208381845,0.3392857142857143,0.5533596837944663,0,0.4666666666666657,0.42461713715656935,0.36627906976743674,0.24186215675577377
136,3,0.36956521739129755,0.3456790123456841,0.14668218859138538,0.5755494505494505,0.5652173913043478,0,0.4888888888888927,0.6058310190802305,0.3604651162790731,0.39613869188337275
137,2,0.36956521739129755,0.3580246913580325,0.07508731082654252,0.7074175824175823,0.5849802371541502,0,0.5111111111111197,0.6825619905272902,0.36627906976743674,0.49611444505061525
138,3,0.38043478260869534,0.3580246913580325,0.16356228172293374,0.6263736263736263,0.592885375494071,0,0.4888888888888927,0.680949877322117,0.3720930232558217,0.4491725768321513
139,2,0.38043478260869534,0.3580246913580325,0.05820721769499426,0.7142857142857142,0.6126482213438734,0,0.4888888888888927,0.6716681495861306,0.3720930232558217,0.5242771412984178
140,2,0.38043478260869534,0.3580246913580325,0.19965075669383003,0.4436813186813187,0.6205533596837944,0,0.4888888888888927,0.4895914781561469,0.3720930232558217,0.3435594350487967
141,2,0.36956521739129755,0.3456790123456841,0.21885913853317818,0.4313186813186814,0.6284584980237153,0,0.4888888888888927,0.48736372868864986,0.3604651162790731,0.33926168394253503
142,1,0.35869565217391397,0.3333333333333357,0.35506402793946445,0.33516483516483514,0.6363636363636364,0,0.48888888888888027,0.44007657256868615,0.3488372093023244,0.2752136752136752
143,3,0.35869565217391397,0.3333333333333357,0.1391152502910361,0.6414835164835164,0.6482213438735177,0,0.48888888888888027,0.6750283102806762,0.3488372093023244,0.5020306722434382
144,1,0.35869565217391397,0.3333333333333357,0.12980209545983712,0.5302197802197801,0.6679841897233201,0,0.48888888888888027,0.5393737586166609,0.3488372093023244,0.43435776201733645
145,2,0.3478260869565162,0.3333333333333357,0.20081490104772992,0.4093406593406594,0.6798418972332015,0,0.5111111111111069,0.4479090835557713,0.34302325581395365,0.3503182396799418
146,3,0.3478260869565162,0.3333333333333357,0.25844004656577424,0.4436813186813187,0.6877470355731224,0,0.5111111111111069,0.5305526346535812,0.34302325581395365,0.38076013820694676
147,2,0.3369565217391255,0.3333333333333357,0.2019790454016298,0.4986263736263737,0.7075098814229248,0,0.5333333333333339,0.5592931866591173,0.3372093023255758,0.43510335212462875
148,1,0.3260869565217348,0.3209876543209944,0.1228172293364378,0.6071428571428571,0.7154150197628458,0,0.5333333333333339,0.620413060476152,0.32558139534884134,0.5266412074922713
149,2,0.3369565217391255,0.3209876543209944,0.17753201396973228,0.49587912087912084,0.7272727272727272,0,0.5111111111111197,0.5370628757852732,0.3313953488372121,0.4450263684306237
150,2,0.3369565217391255,0.3209876543209944,0.14784633294528526,0.5343406593406593,0.7351778656126482,0,0.5111111111111197,0.5589325676076465,0.3313953488372121,0.48143298781596655
151,1,0.3369565217391255,0.308641975308646,0.17171129220023285,0.46428571428571436,0.7430830039525691,0,0.4888888888888927,0.49477832600860994,0.32558139534883423,0.4284900284900285
152,1,0.3369565217391255,0.308641975308646,0.24214202561117582,0.510989010989011,0.7549407114624506,0,0.4888888888888927,0.6063927309984093,0.32558139534883423,0.47469236830938955
153,2,0.3369565217391255,0.308641975308646,0.3969732246798604,0.3186813186813187,0.7667984189723319,0,0.4888888888888927,0.4379465609749522,0.32558139534883423,0.31751227495908346
154,2,0.3369565217391255,0.308641975308646,0.20954598370197908,0.4450549450549451,0.7747035573122529,0,0.4888888888888927,0.4982025218618279,0.32558139534883423,0.4300903194520216
155,3,0.3369565217391255,0.308641975308646,0.47671711292200236,0.21978021978021983,0.7826086956521738,0,0.4888888888888927,0.3187805009571571,0.32558139534883423,0.23764320785597381
156,1,0.3369565217391255,0.2962962962963047,0.19033760186263105,0.5796703296703296,0.8023715415019762,0,0.4666666666666781,0.6493749269774507,0.31976744186046346,0.5660423107231618
157,3,0.3369565217391255,0.308641975308646,0.180442374854482,0.5453296703296703,0.8142292490118577,0,0.4888888888888927,0.5990792418237213,0.32558139534883423,0.5431896708492453
158,1,0.3369565217391255,0.308641975308646,0.19266589057043082,0.4972527472527473,0.83399209486166,0,0.4888888888888927,0.550401286994347,0.32558139534883423,0.5116081711826392
159,2,0.3369565217391255,0.308641975308646,0.1763678696158324,0.5934065934065934,0.8458498023715414,0,0.4888888888888927,0.6534978924568831,0.32558139534883423,0.6096866096866097
